vot_proCodigoProvincia,vot_depCodigoDepartamento,vot_munCodigoMunicipio,vot_forCodigo,ordenPartidos,votVotosFormula,votPorcenVotosFormula
"02","080","999","0132",4,10122,4.82000017e+00
"02","080","999","0133",6,1792,8.50000024e-01
"02","080","999","0135",1,80199,3.81800003e+01
"02","080","999","0137",5,8439,4.01999998e+00
"02","080","999","0138",3,43871,2.08799992e+01
"02","081","999","0131",1,4508,4.09399986e+01
"02","081","999","0132",5,134,1.22000003e+00
"02","081","999","0133",4,209,1.89999998e+00
"02","081","999","0135",2,4266,3.87500000e+01
"02","081","999","0137",6,127,1.14999998e+00
"02","081","999","0138",3,1766,1.60400009e+01
"02","082","999","0131",2,14382,2.42299995e+01
"02","082","999","0132",4,1718,2.89000010e+00
"02","082","999","0133",6,582,9.80000019e-01
"02","082","999","0135",1,28505,4.80299988e+01
"02","082","999","0137",5,1439,2.42000008e+00
"02","082","999","0138",3,12727,2.14400005e+01
"02","083","999","0131",2,9624,2.98700008e+01
"02","083","999","0132",4,983,3.04999995e+00
"02","083","999","0133",6,283,8.79999995e-01
"02","083","999","0135",1,14773,4.58400002e+01
"02","083","999","0137",5,653,2.02999997e+00
"02","083","999","0138",3,5908,1.83299999e+01
"02","084","999","0131",2,21236,2.92999992e+01
"02","084","999","0132",5,1590,2.19000006e+00
"02","084","999","0133",6,909,1.25000000e+00
"02","084","999","0135",1,25809,3.56100006e+01
"02","084","999","0137",4,2503,3.45000005e+00
"02","084","999","0138",3,20437,2.82000008e+01
"02","085","999","0131",1,9422,3.57099991e+01
"02","085","999","0132",4,539,2.03999996e+00
"02","085","999","0133",6,333,1.25999999e+00
"02","085","999","0135",2,9300,3.52400017e+01
"02","085","999","0137",5,516,1.96000004e+00
"02","085","999","0138",3,6278,2.37900009e+01
"02","086","999","0131",3,878,2.12199993e+01
"02","086","999","0132",4,78,1.88000000e+00
"02","086","999","0133",6,27,6.49999976e-01
"02","086","999","0135",1,1984,4.79500008e+01
"02","086","999","0137",5,41,9.90000010e-01
"02","086","999","0138",2,1130,2.73099995e+01
"02","087","999","0131",2,18714,2.76800003e+01
"02","087","999","0132",5,1532,2.26999998e+00
"02","087","999","0133",6,1089,1.61000001e+00
"02","087","999","0135",1,30654,4.53499985e+01
"02","087","999","0137",4,1626,2.41000009e+00
"02","087","999","0138",3,13985,2.06900005e+01
"02","088","999","0131",1,956,3.75900002e+01
"02","088","999","0132",4,36,1.41999996e+00
"02","088","999","0133",6,13,5.09999990e-01
"02","088","999","0135",2,797,3.13400002e+01
"02","088","999","0137",5,21,8.29999983e-01
"02","088","999","0138",3,720,2.83099995e+01
"02","089","999","0131",1,65355,3.88100014e+01
"02","089","999","0132",5,3409,2.01999998e+00
"02","089","999","0133",6,1796,1.07000005e+00
"02","089","999","0135",2,59030,3.50600014e+01
"02","089","999","0137",4,5351,3.18000007e+00
"02","089","999","0138",3,33448,1.98600006e+01
"02","090","999","0131",2,4507,2.70200005e+01
"02","090","999","0132",5,431,2.57999992e+00
"02","090","999","0133",6,188,1.13000000e+00
"02","090","999","0135",1,7625,4.57099991e+01
"02","090","999","0137",4,459,2.75000000e+00
"02","090","999","0138",3,3471,2.08099995e+01
"02","091","999","0131",2,2515,2.24500008e+01
"02","091","999","0132",4,351,3.13000011e+00
"02","091","999","0133",6,96,8.60000014e-01
"02","091","999","0135",1,6340,5.65999985e+01
"02","091","999","0137",5,235,2.09999990e+00
"02","091","999","0138",3,1665,1.48599997e+01
"02","092","999","0131",1,135026,4.00299988e+01
"02","092","999","0132",5,8791,2.60999990e+00
"02","092","999","0133",6,2623,7.79999971e-01
"02","092","999","0135",2,109620,3.25000000e+01
"02","092","999","0137",4,13389,3.97000003e+00
"02","092","999","0138",3,67852,2.01200008e+01
"02","093","999","0131",1,7948,3.70200005e+01
"02","093","999","0132",4,657,3.05999994e+00
"02","093","999","0133",6,181,8.39999974e-01
"02","093","999","0135",2,7326,3.41199989e+01
"02","093","999","0137",5,452,2.10999990e+00
"02","093","999","0138",3,4906,2.28500004e+01
"02","094","999","0131",2,4004,3.92400017e+01
"02","094","999","0132",4,266,2.60999990e+00
"02","094","999","0133",6,68,6.70000017e-01
"02","094","999","0135",1,4331,4.24500008e+01
"02","094","999","0137",5,232,2.26999998e+00
"02","094","999","0138",3,1302,1.27600002e+01
"02","095","999","0131",3,1665,1.55200005e+01
"02","095","999","0132",4,216,2.00999999e+00
"02","095","999","0133",6,110,1.02999997e+00
"02","095","999","0135",1,5192,4.83899994e+01
"02","095","999","0137",5,140,1.29999995e+00
"02","095","999","0138",2,3407,3.17500000e+01
"02","096","999","0131",3,3462,2.17299995e+01
"02","096","999","0132",4,397,2.49000001e+00
"02","096","999","0133",6,259,1.63000000e+00
"02","096","999","0135",1,7440,4.67000008e+01
"02","096","999","0137",5,288,1.80999994e+00
"02","096","999","0138",2,4085,2.56399994e+01
"02","097","999","0131",2,2515,3.31399994e+01
"02","097","999","0132",5,103,1.36000001e+00
"02","097","999","0133",6,51,6.70000017e-01
"02","097","999","0135",1,3036,4.00099983e+01
"02","097","999","0137",4,134,1.76999998e+00
"02","097","999","0138",3,1749,2.30499992e+01
"02","098","999","0131",2,3992,2.99699993e+01
"02","098","999","0132",4,679,5.09999990e+00
"02","098","999","0133",6,104,7.79999971e-01
"02","098","999","0135",1,5674,4.25999985e+01
"02","098","999","0137",5,289,2.17000008e+00
"02","098","999","0138",3,2582,1.93799992e+01
"02","099","999","0131",2,5658,2.70000000e+01
"02","099","999","0132",6,168,8.00000012e-01
"02","099","999","0133",5,199,9.49999988e-01
"02","099","999","0135",1,10448,4.98499985e+01
"02","099","999","0137",4,512,2.44000006e+00
"02","099","999","0138",3,3972,1.89500008e+01
"02","100","999","0131",2,1962,3.40400009e+01
"02","100","999","0132",4,74,1.27999997e+00
"02","100","999","0133",6,40,6.89999998e-01
"02","100","999","0135",1,2696,4.67799988e+01
"02","100","999","0137",5,47,8.19999993e-01
"02","100","999","0138",3,944,1.63799992e+01
"02","101","999","0131",2,6552,3.15300007e+01
"02","101","999","0132",4,711,3.42000008e+00
"02","101","999","0133",6,297,1.42999995e+00
"02","101","999","0135",1,7520,3.61899986e+01
"02","101","999","0137",5,679,3.26999998e+00
"02","101","999","0138",3,5019,2.41599998e+01
"02","102","999","0131",3,4267,2.90900002e+01
"02","102","999","0132",4,311,2.11999989e+00
"02","102","999","0133",6,178,1.21000004e+00
"02","102","999","0135",1,5075,3.45999985e+01
"02","102","999","0137",5,245,1.66999996e+00
"02","102","999","0138",2,4592,3.13099995e+01
"02","103","999","0131",2,6409,3.93400002e+01
"02","103","999","0132",5,200,1.23000002e+00
"02","103","999","0133",6,160,9.80000019e-01
"02","103","999","0135",1,6913,4.24300003e+01
"02","103","999","0137",4,431,2.65000010e+00
"02","103","999","0138",3,2180,1.33800001e+01
"02","104","999","0131",2,1481,2.66000004e+01
"02","104","999","0132",4,96,1.72000003e+00
"02","104","999","0133",5,82,1.47000003e+00
"02","104","999","0135",1,2886,5.18400002e+01
"02","104","999","0137",6,68,1.22000003e+00
"02","104","999","0138",3,954,1.71399994e+01
"02","105","999","0131",2,29272,2.99099998e+01
"02","105","999","0132",5,2398,2.45000005e+00
"02","105","999","0133",6,968,9.90000010e-01
"02","105","999","0135",3,28056,2.86700001e+01
"02","105","999","0137",4,3256,3.32999992e+00
"02","105","999","0138",1,33920,3.46599998e+01
"02","106","999","0131",2,44130,2.09799995e+01
"02","106","999","0132",4,7673,3.65000010e+00
"02","106","999","0133",6,1177,5.60000002e-01
"02","106","999","0135",1,114566,5.44599991e+01
"02","106","999","0137",5,6618,3.15000010e+00
"02","106","999","0138",3,36196,1.72099991e+01
"02","107","999","0131",1,34645,3.59399986e+01
"02","107","999","0132",5,2671,2.76999998e+00
"02","107","999","0133",6,1260,1.30999994e+00
"02","107","999","0135",2,29834,3.09500008e+01
"02","107","999","0137",4,3132,3.25000000e+00
"02","107","999","0138",3,24849,2.57800007e+01
"02","108","999","0131",2,10158,2.79500008e+01
"02","108","999","0132",5,980,2.70000005e+00
"02","108","999","0133",6,804,2.21000004e+00
"02","108","999","0135",1,15857,4.36300011e+01
"02","108","999","0137",4,1040,2.85999990e+00
"02","108","999","0138",3,7507,2.06499996e+01
"02","109","999","0131",1,13734,3.64799995e+01
"02","109","999","0132",5,659,1.75000000e+00
"02","109","999","0133",6,382,1.00999999e+00
"02","109","999","0135",2,11751,3.12099991e+01
"02","109","999","0137",4,1116,2.96000004e+00
"02","109","999","0138",3,10011,2.65900002e+01
"02","110","999","0131",2,2993,3.94300003e+01
"02","110","999","0132",5,111,1.46000004e+00
"02","110","999","0133",6,68,8.99999976e-01
"02","110","999","0135",1,3209,4.22700005e+01
"02","110","999","0137",4,124,1.63000000e+00
"02","110","999","0138",3,1086,1.43100004e+01
"02","111","999","0131",2,24469,3.11800003e+01
"02","111","999","0132",4,2867,3.65000010e+00
"02","111","999","0133",6,835,1.05999994e+00
"02","111","999","0135",1,32499,4.14099998e+01
"02","111","999","0137",5,2532,3.23000002e+00
"02","111","999","0138",3,15281,1.94699993e+01
"02","112","999","0131",1,2555,3.89799995e+01
"02","112","999","0132",4,126,1.91999996e+00
"02","112","999","0133",6,51,7.79999971e-01
"02","112","999","0135",2,2538,3.87200012e+01
"02","112","999","0137",5,67,1.01999998e+00
"02","112","999","0138",3,1218,1.85799999e+01
"02","113","999","0131",2,64566,2.84699993e+01
"02","113","999","0132",5,5849,2.57999992e+00
"02","113","999","0133",6,1937,8.50000024e-01
"02","113","999","0135",3,59093,2.60599995e+01
"02","113","999","0137",4,9845,4.34000015e+00
"02","113","999","0138",1,85485,3.77000008e+01
"02","114","999","0131",2,2661,2.96100006e+01
"02","114","999","0132",5,184,2.04999995e+00
"02","114","999","0133",6,98,1.09000003e+00
"02","114","999","0135",1,4278,4.76100006e+01
"02","114","999","0137",4,273,3.03999996e+00
"02","114","999","0138",3,1492,1.66000004e+01
"02","115","999","0131",2,7893,2.79500008e+01
"02","115","999","0132",4,898,3.18000007e+00
"02","115","999","0133",6,428,1.51999998e+00
"02","115","999","0135",1,11888,4.20999985e+01
"02","115","999","0137",5,477,1.69000006e+00
"02","115","999","0138",3,6654,2.35599995e+01
"02","116","999","0131",1,559,3.77700005e+01
"02","116","999","0132",5,4,2.70000011e-01
"02","116","999","0133",6,3,2.00000003e-01
"02","116","999","0135",3,428,2.89200001e+01
"02","116","999","0137",4,6,4.09999996e-01
"02","116","999","0138",2,480,3.24300003e+01
"02","117","999","0131",2,12119,3.24399986e+01
"02","117","999","0132",5,1115,2.98000002e+00
"02","117","999","0133",6,425,1.13999999e+00
"02","117","999","0135",1,13451,3.60099983e+01
"02","117","999","0137",4,1152,3.07999992e+00
"02","117","999","0138",3,9096,2.43500004e+01
"02","118","999","0131",2,71724,3.29099998e+01
"02","118","999","0132",5,7115,3.25999999e+00
"02","118","999","0133",6,2146,9.80000019e-01
"02","118","999","0135",1,76727,3.52000008e+01
"02","118","999","0137",4,9083,4.17000008e+00
"02","118","999","0138",3,51172,2.34799995e+01
"02","119","999","0131",2,16160,3.39199982e+01
"02","119","999","0132",5,1023,2.15000010e+00
"02","119","999","0133",6,502,1.04999995e+00
"02","119","999","0135",1,18203,3.82099991e+01
"02","119","999","0137",4,1743,3.66000009e+00
"02","119","999","0138",3,10011,2.10100002e+01
"02","120","999","0131",1,2324,4.05200005e+01
"02","120","999","0132",5,102,1.77999997e+00
"02","120","999","0133",6,53,9.20000017e-01
"02","120","999","0135",2,2041,3.55900002e+01
"02","120","999","0137",4,133,2.31999993e+00
"02","120","999","0138",3,1082,1.88700008e+01
"02","121","999","0131",2,6795,2.92700005e+01
"02","121","999","0132",5,362,1.55999994e+00
"02","121","999","0133",6,188,8.10000002e-01
"02","121","999","0135",1,9424,4.05999985e+01
"02","121","999","0137",4,428,1.84000003e+00
"02","121","999","0138",3,6017,2.59200001e+01
"02","122","999","0131",2,36425,2.01200008e+01
"02","122","999","0132",4,9618,5.30999994e+00
"02","122","999","0133",6,964,5.29999971e-01
"02","122","999","0135",1,98080,5.41699982e+01
"02","122","999","0137",5,6707,3.70000005e+00
"02","122","999","0138",3,29281,1.61700001e+01
"02","123","999","0131",1,7372,3.72400017e+01
"02","123","999","0132",5,546,2.75999999e+00
"02","123","999","0133",6,191,9.59999979e-01
"02","123","999","0135",2,7055,3.56300011e+01
"02","123","999","0137",4,632,3.19000006e+00
"02","123","999","0138",3,4002,2.02099991e+01
"02","124","999","0131",3,4748,2.66000004e+01
"02","124","999","0132",4,336,1.88000000e+00
"02","124","999","0133",6,202,1.13000000e+00
"02","124","999","0135",1,7292,4.08499985e+01
"02","124","999","0137",5,266,1.49000001e+00
"02","124","999","0138",2,5008,2.80499992e+01
"02","125","999","0131",1,29721,4.19300003e+01
"02","125","999","0132",5,1638,2.30999994e+00
"02","125","999","0133",6,654,9.20000017e-01
"02","125","999","0135",2,19341,2.72900009e+01
"02","125","999","0137",4,2049,2.89000010e+00
"02","125","999","0138",3,17478,2.46599998e+01
"02","126","999","0131",1,2292,4.33800011e+01
"02","126","999","0132",5,58,1.10000002e+00
"02","126","999","0133",6,53,1.00000000e+00
"02","126","999","0135",2,2022,3.82700005e+01
"02","126","999","0137",4,79,1.50000000e+00
"02","126","999","0138",3,780,1.47600002e+01
"02","127","999","0131",2,2701,4.12999992e+01
"02","127","999","0132",5,73,1.12000000e+00
"02","127","999","0133",6,46,6.99999988e-01
"02","127","999","0135",1,2921,4.46599998e+01
"02","127","999","0137",4,82,1.25000000e+00
"02","127","999","0138",3,717,1.09600000e+01
"02","128","999","0131",1,21166,4.63699989e+01
"02","128","999","0132",5,729,1.60000002e+00
"02","128","999","0133",6,402,8.79999995e-01
"02","128","999","0135",3,8076,1.76900005e+01
"02","128","999","0137",4,1783,3.91000009e+00
"02","128","999","0138",2,13492,2.95599995e+01
"02","129","999","0131",1,77445,4.95000000e+01
"02","129","999","0132",5,2984,1.90999997e+00
"02","129","999","0133",6,1597,1.01999998e+00
"02","129","999","0135",3,30110,1.92399998e+01
"02","129","999","0137",4,6222,3.98000002e+00
"02","129","999","0138",2,38099,2.43500004e+01
"02","130","999","0131",1,82720,4.21100006e+01
"02","130","999","0132",5,3427,1.74000001e+00
"02","130","999","0133",6,1435,7.30000019e-01
"02","130","999","0135",3,36435,1.85499992e+01
"02","130","999","0137",4,7495,3.81999993e+00
"02","130","999","0138",2,64928,3.30499992e+01
"02","131","999","0131",2,2703,4.07599983e+01
"02","131","999","0132",5,115,1.73000002e+00
"02","131","999","0133",6,72,1.09000003e+00
"02","131","999","0135",1,2786,4.20099983e+01
"02","131","999","0137",4,154,2.31999993e+00
"02","131","999","0138",3,801,1.20799999e+01
"02","132","999","0131",1,40079,4.42900009e+01
"02","132","999","0132",5,1932,2.13000011e+00
"02","132","999","0133",6,1068,1.17999995e+00
"02","132","999","0135",2,23116,2.55400009e+01
"02","132","999","0137",4,3739,4.13000011e+00
"02","132","999","0138",3,20560,2.27199993e+01
"02","133","999","0131",1,38618,3.51100006e+01
"02","133","999","0132",4,4905,4.46000004e+00
"02","133","999","0133",6,1037,9.39999998e-01
"02","133","999","0135",2,35586,3.23499985e+01
"02","133","999","0137",5,4561,4.15000010e+00
"02","133","999","0138",3,25292,2.29899998e+01
"02","134","999","0131",1,42136,3.70099983e+01
"02","134","999","0132",5,3710,3.25999999e+00
"02","134","999","0133",6,1051,9.20000017e-01
"02","134","999","0135",2,32982,2.89699993e+01
"02","134","999","0137",4,4482,3.94000006e+00
"02","134","999","0138",3,29501,2.59099998e+01
"02","135","999","0131",2,1601,3.98800011e+01
"02","135","999","0132",4,66,1.63999999e+00
"02","135","999","0133",6,22,5.50000012e-01
"02","135","999","0135",1,1765,4.39599991e+01
"02","135","999","0137",5,53,1.32000005e+00
"02","135","999","0138",3,508,1.26499996e+01
"02","991","999","0131",1,1160334,3.58199997e+01
"02","991","999","0132",5,95763,2.96000004e+00
"02","991","999","0133",6,29735,9.20000017e-01
"02","991","999","0135",2,1029204,3.17700005e+01
"02","991","999","0137",4,121016,3.74000001e+00
"02","991","999","0138",3,803676,2.48099995e+01
"02","992","999","0131",2,156110,3.44000015e+01
"02","992","999","0132",5,11634,2.55999994e+00
"02","992","999","0133",6,5877,1.29999995e+00
"02","992","999","0135",1,164059,3.61500015e+01
"02","992","999","0137",4,11927,2.63000011e+00
"02","992","999","0138",3,104205,2.29599991e+01
"02","993","999","0131",1,1390491,4.33300018e+01
"02","993","999","0132",5,84957,2.65000010e+00
"02","993","999","0133",6,29247,9.10000026e-01
"02","993","999","0135",2,883999,2.75499992e+01
"02","993","999","0137",4,133899,4.17000008e+00
"02","993","999","0138",3,686315,2.13899994e+01
"02","994","999","0131",2,130601,3.29700012e+01
"02","994","999","0132",4,8636,2.18000007e+00
"02","994","999","0133",6,5246,1.32000005e+00
"02","994","999","0135",1,158623,4.00400009e+01
"02","994","999","0137",5,7884,1.99000001e+00
"02","994","999","0138",3,85146,2.14899998e+01
"02","995","999","0131",2,270609,3.16700001e+01
"02","995","999","0132",4,24785,2.90000010e+00
"02","995","999","0133",6,8412,9.80000019e-01
"02","995","999","0135",1,351333,4.11199989e+01
"02","995","999","0137",5,24603,2.88000011e+00
"02","995","999","0138",3,174737,2.04500008e+01
"02","996","999","0131",2,129861,2.85300007e+01
"02","996","999","0132",4,15242,3.34999990e+00
"02","996","999","0133",6,5019,1.10000002e+00
"02","996","999","0135",1,199697,4.38699989e+01
"02","996","999","0137",5,14332,3.15000010e+00
"02","996","999","0138",3,91094,2.00100002e+01
"02","997","999","0131",2,61891,3.07199993e+01
"02","997","999","0132",5,5072,2.51999998e+00
"02","997","999","0133",6,2104,1.03999996e+00
"02","997","999","0135",1,80401,3.99000015e+01
"02","997","999","0137",4,5134,2.54999995e+00
"02","997","999","0138",3,46884,2.32700005e+01
"02","998","999","0131",2,119144,2.98899994e+01
"02","998","999","0132",5,18494,4.63999987e+00
"02","998","999","0133",6,3616,9.10000026e-01
"02","998","999","0135",1,163852,4.11100006e+01
"02","998","999","0137",4,22939,5.75000000e+00
"02","998","999","0138",3,70553,1.77000008e+01
"02","999","999","0131",1,3419041,3.71300011e+01
"02","999","999","0132",5,264583,2.86999989e+00
"02","999","999","0133",6,89256,9.70000029e-01
"02","999","999","0135",2,3031168,3.29199982e+01
"02","999","999","0137",4,341734,3.71000004e+00
"02","999","999","0138",3,2062610,2.23999996e+01
"03","001","999","0131",1,30579,3.80400009e+01
"03","001","999","0132",5,1104,1.37000000e+00
"03","001","999","0133",6,1005,1.25000000e+00
"03","001","999","0135",2,28463,3.54099998e+01
"03","001","999","0137",4,1988,2.47000003e+00
"03","001","999","0138",3,17247,2.14599991e+01
"03","002","999","0131",1,4150,4.93800011e+01
"03","002","999","0132",6,55,6.49999976e-01
"03","002","999","0133",5,61,7.30000019e-01
"03","002","999","0135",2,2691,3.20200005e+01
"03","002","999","0137",4,75,8.89999986e-01
"03","002","999","0138",3,1372,1.63299999e+01
"03","003","999","0131",1,2488,5.39700012e+01
"03","003","999","0132",6,25,5.40000021e-01
"03","003","999","0133",4,127,2.75000000e+00
"03","003","999","0135",2,1445,3.13400002e+01
"03","003","999","0137",5,60,1.29999995e+00
"03","003","999","0138",3,465,1.00900002e+01
"03","004","999","0131",1,1004,5.19700012e+01
"03","004","999","0132",4,13,6.70000017e-01
"03","004","999","0133",5,4,2.09999993e-01
"03","004","999","0135",2,828,4.28600006e+01
"03","004","999","0137",6,1,5.00000007e-02
"03","004","999","0138",3,82,4.23999977e+00
"03","005","999","0131",1,1293,5.54700012e+01
"03","005","999","0132",4,20,8.60000014e-01
"03","005","999","0133",5,13,5.60000002e-01
"03","005","999","0135",2,792,3.39799995e+01
"03","005","999","0137",6,12,5.09999990e-01
"03","005","999","0138",3,201,8.61999989e+00
"03","006","999","0131",1,4354,6.64800034e+01
"03","006","999","0132",6,50,7.59999990e-01
"03","006","999","0133",5,52,7.90000021e-01
"03","006","999","0135",2,1444,2.20499992e+01
"03","006","999","0137",4,54,8.19999993e-01
"03","006","999","0138",3,595,9.09000015e+00
"03","007","999","0131",1,1237,4.88899994e+01
"03","007","999","0132",4,21,8.29999983e-01
"03","007","999","0133",5,11,4.30000007e-01
"03","007","999","0135",2,1158,4.57700005e+01
"03","007","999","0137",6,1,3.99999991e-02
"03","007","999","0138",3,102,4.03000021e+00
"03","008","999","0131",1,6645,4.43100014e+01
"03","008","999","0132",5,129,8.60000014e-01
"03","008","999","0133",6,105,6.99999988e-01
"03","008","999","0135",2,5509,3.67299995e+01
"03","008","999","0137",4,223,1.49000001e+00
"03","008","999","0138",3,2387,1.59200001e+01
"03","009","999","0131",1,2556,4.35099983e+01
"03","009","999","0132",4,73,1.24000001e+00
"03","009","999","0133",5,50,8.50000024e-01
"03","009","999","0135",2,2306,3.92500000e+01
"03","009","999","0137",6,18,3.10000002e-01
"03","009","999","0138",3,872,1.48400002e+01
"03","010","999","0131",1,1924,5.76399994e+01
"03","010","999","0132",4,29,8.70000005e-01
"03","010","999","0133",6,19,5.69999993e-01
"03","010","999","0135",2,883,2.64500008e+01
"03","010","999","0137",5,22,6.60000026e-01
"03","010","999","0138",3,461,1.38100004e+01
"03","011","999","0131",1,3243,5.54799995e+01
"03","011","999","0132",5,34,5.79999983e-01
"03","011","999","0133",6,19,3.30000013e-01
"03","011","999","0135",2,2067,3.53600006e+01
"03","011","999","0137",4,53,9.10000026e-01
"03","011","999","0138",3,429,7.34000015e+00
"03","012","999","0131",1,4629,4.76399994e+01
"03","012","999","0132",5,74,7.59999990e-01
"03","012","999","0133",6,74,7.59999990e-01
"03","012","999","0135",2,3868,3.98100014e+01
"03","012","999","0137",4,167,1.72000003e+00
"03","012","999","0138",3,904,9.30000019e+00
"03","013","999","0131",1,7841,5.09900017e+01
"03","013","999","0132",5,76,4.90000010e-01
"03","013","999","0133",6,75,4.90000010e-01
"03","013","999","0135",2,5983,3.89000015e+01
"03","013","999","0137",4,131,8.50000024e-01
"03","013","999","0138",3,1273,8.27999973e+00
"03","014","999","0131",1,426,4.74399986e+01
"03","014","999","0132",6,1,1.09999999e-01
"03","014","999","0133",4,3,3.30000013e-01
"03","014","999","0135",2,413,4.59900017e+01
"03","014","999","0137",5,3,3.30000013e-01
"03","014","999","0138",3,52,5.78999996e+00
"03","015","999","0131",1,5354,4.85400009e+01
"03","015","999","0132",6,47,4.30000007e-01
"03","015","999","0133",4,184,1.66999996e+00
"03","015","999","0135",2,4327,3.92299995e+01
"03","015","999","0137",5,88,8.00000012e-01
"03","015","999","0138",3,1029,9.32999992e+00
"03","016","999","0131",1,6691,4.70900002e+01
"03","016","999","0132",4,404,2.83999991e+00
"03","016","999","0133",6,156,1.10000002e+00
"03","016","999","0135",2,4352,3.06299992e+01
"03","016","999","0137",5,239,1.67999995e+00
"03","016","999","0138",3,2367,1.66599998e+01
"03","999","999","0131",1,84414,4.48899994e+01
"03","999","999","0132",5,2155,1.14999998e+00
"03","999","999","0133",6,1958,1.03999996e+00
"03","999","999","0135",2,66529,3.53800011e+01
"03","999","999","0137",4,3135,1.66999996e+00
"03","999","999","0138",3,29838,1.58699999e+01
"04","001","999","0131",2,137192,1.67399998e+01
"04","001","999","0132",5,15551,1.89999998e+00
"04","001","999","0133",6,13452,1.63999999e+00
"04","001","999","0135",1,492124,6.00499992e+01
"04","001","999","0137",4,37219,4.53999996e+00
"04","001","999","0138",3,123923,1.51199999e+01
"04","002","999","0131",2,8707,2.39599991e+01
"04","002","999","0132",6,717,1.97000003e+00
"04","002","999","0133",4,1328,3.65000010e+00
"04","002","999","0135",1,16855,4.63800011e+01
"04","002","999","0137",5,1043,2.86999989e+00
"04","002","999","0138",3,7695,2.11700001e+01
"04","003","999","0131",3,26099,1.63899994e+01
"04","003","999","0132",6,2570,1.61000001e+00
"04","003","999","0133",5,2854,1.78999996e+00
"04","003","999","0135",1,93406,5.86500015e+01
"04","003","999","0137",4,5408,3.40000010e+00
"04","003","999","0138",2,28912,1.81599998e+01
"04","004","999","0131",1,12548,3.90299988e+01
"04","004","999","0132",6,431,1.34000003e+00
"04","004","999","0133",5,525,1.63000000e+00
"04","004","999","0135",2,10660,3.31500015e+01
"04","004","999","0137",4,648,2.01999998e+00
"04","004","999","0138",3,7341,2.28299999e+01
"04","005","999","0131",3,4764,2.16900005e+01
"04","005","999","0132",5,338,1.53999996e+00
"04","005","999","0133",4,1166,5.30999994e+00
"04","005","999","0135",1,9916,4.51399994e+01
"04","005","999","0137",6,244,1.11000001e+00
"04","005","999","0138",2,5537,2.52099991e+01
"04","006","999","0131",2,25414,2.91000004e+01
"04","006","999","0132",5,1926,2.21000004e+00
"04","006","999","0133",6,1845,2.10999990e+00
"04","006","999","0135",1,39005,4.46699982e+01
"04","006","999","0137",4,2366,2.71000004e+00
"04","006","999","0138",3,16766,1.92000008e+01
"04","007","999","0131",2,5955,2.95100002e+01
"04","007","999","0132",6,314,1.55999994e+00
"04","007","999","0133",5,347,1.72000003e+00
"04","007","999","0135",1,8065,3.99599991e+01
"04","007","999","0137",4,394,1.95000005e+00
"04","007","999","0138",3,5108,2.53099995e+01
"04","008","999","0131",3,7904,1.93600006e+01
"04","008","999","0132",6,657,1.61000001e+00
"04","008","999","0133",4,1478,3.61999989e+00
"04","008","999","0135",1,18961,4.64500008e+01
"04","008","999","0137",5,693,1.70000005e+00
"04","008","999","0138",2,11131,2.72700005e+01
"04","009","999","0131",3,13687,1.98400002e+01
"04","009","999","0132",6,1245,1.79999995e+00
"04","009","999","0133",4,1310,1.89999998e+00
"04","009","999","0135",1,32392,4.69500008e+01
"04","009","999","0137",5,1251,1.80999994e+00
"04","009","999","0138",2,19104,2.76900005e+01
"04","010","999","0131",1,1201,3.65800018e+01
"04","010","999","0132",6,32,9.70000029e-01
"04","010","999","0133",4,59,1.79999995e+00
"04","010","999","0135",3,941,2.86599998e+01
"04","010","999","0137",5,48,1.46000004e+00
"04","010","999","0138",2,1002,3.05200005e+01
"04","011","999","0131",1,1240,4.00299988e+01
"04","011","999","0132",6,15,4.79999989e-01
"04","011","999","0133",4,47,1.51999998e+00
"04","011","999","0135",2,934,3.01499996e+01
"04","011","999","0137",5,31,1.00000000e+00
"04","011","999","0138",3,831,2.68199997e+01
"04","012","999","0131",3,21848,1.81299992e+01
"04","012","999","0132",5,2556,2.11999989e+00
"04","012","999","0133",6,2461,2.03999996e+00
"04","012","999","0135",1,63454,5.26699982e+01
"04","012","999","0137",4,4221,3.50000000e+00
"04","012","999","0138",2,25945,2.15300007e+01
"04","013","999","0131",3,28677,1.76399994e+01
"04","013","999","0132",6,2924,1.79999995e+00
"04","013","999","0133",4,6314,3.88000011e+00
"04","013","999","0135",1,71326,4.38699989e+01
"04","013","999","0137",5,3039,1.87000000e+00
"04","013","999","0138",2,50301,3.09400005e+01
"04","014","999","0131",2,6190,1.93700008e+01
"04","014","999","0132",6,281,8.79999995e-01
"04","014","999","0133",5,388,1.21000004e+00
"04","014","999","0135",1,18771,5.87299995e+01
"04","014","999","0137",4,498,1.55999994e+00
"04","014","999","0138",3,5834,1.82500000e+01
"04","015","999","0131",2,2926,3.18299999e+01
"04","015","999","0132",6,82,8.89999986e-01
"04","015","999","0133",5,86,9.39999998e-01
"04","015","999","0135",1,3512,3.82000008e+01
"04","015","999","0137",4,156,1.70000005e+00
"04","015","999","0138",3,2432,2.64500008e+01
"04","016","999","0131",2,13138,1.85699997e+01
"04","016","999","0132",6,1119,1.58000004e+00
"04","016","999","0133",5,1252,1.76999998e+00
"04","016","999","0135",1,40661,5.74700012e+01
"04","016","999","0137",4,1590,2.25000000e+00
"04","016","999","0138",3,12986,1.83600006e+01
"04","017","999","0131",3,3948,1.65900002e+01
