sub_proCodigoProvincia,sub_depCodigoDepartamento,sub_munCodigoMunicipio,sub_mesCodigoCircuito,sub_mesCodigoMesa,sub_mesCodSexo,sub_votparCodigo,sub_parCodigo,ordenPartidos,subVotosPartido
"20","001","003","0003 ","0073","X","0701","3088",6,5
"20","001","003","0003 ","0073","X","0701","3138",7,2
"20","001","003","0003 ","0073","X","0702","3097",1,1
"20","001","003","0003 ","0073","X","0702","3118",2,16
"20","001","003","0003 ","0073","X","0702","3121",3,60
"20","001","003","0003 ","0074","X","0701","3006",1,57
"20","001","003","0003 ","0074","X","0701","3023",2,13
"20","001","003","0003 ","0074","X","0701","3038",3,7
"20","001","003","0003 ","0074","X","0701","3043",4,2
"20","001","003","0003 ","0074","X","0701","3051",5,4
"20","001","003","0003 ","0074","X","0701","3088",6,0
"20","001","003","0003 ","0074","X","0701","3138",7,4
"20","001","003","0003 ","0074","X","0702","3097",1,1
"20","001","003","0003 ","0074","X","0702","3118",2,8
"20","001","003","0003 ","0074","X","0702","3121",3,60
"20","001","003","0003 ","0075","X","0701","3006",1,55
"20","001","003","0003 ","0075","X","0701","3023",2,2
"20","001","003","0003 ","0075","X","0701","3038",3,22
"20","001","003","0003 ","0075","X","0701","3043",4,1
"20","001","003","0003 ","0075","X","0701","3051",5,2
"20","001","003","0003 ","0075","X","0701","3088",6,3
"20","001","003","0003 ","0075","X","0701","3138",7,4
"20","001","003","0003 ","0075","X","0702","3097",1,0
"20","001","003","0003 ","0075","X","0702","3118",2,20
"20","001","003","0003 ","0075","X","0702","3121",3,61
"20","001","003","0003 ","0076","X","0701","3006",1,51
"20","001","003","0003 ","0076","X","0701","3023",2,5
"20","001","003","0003 ","0076","X","0701","3038",3,9
"20","001","003","0003 ","0076","X","0701","3043",4,7
"20","001","003","0003 ","0076","X","0701","3051",5,1
"20","001","003","0003 ","0076","X","0701","3088",6,2
"20","001","003","0003 ","0076","X","0701","3138",7,6
"20","001","003","0003 ","0076","X","0702","3097",1,0
"20","001","003","0003 ","0076","X","0702","3118",2,12
"20","001","003","0003 ","0076","X","0702","3121",3,75
"20","001","003","0003 ","0077","X","0701","3006",1,40
"20","001","003","0003 ","0077","X","0701","3023",2,6
"20","001","003","0003 ","0077","X","0701","3038",3,15
"20","001","003","0003 ","0077","X","0701","3043",4,0
"20","001","003","0003 ","0077","X","0701","3051",5,2
"20","001","003","0003 ","0077","X","0701","3088",6,7
"20","001","003","0003 ","0077","X","0701","3138",7,2
"20","001","003","0003 ","0077","X","0702","3097",1,0
"20","001","003","0003 ","0077","X","0702","3118",2,20
"20","001","003","0003 ","0077","X","0702","3121",3,70
"20","001","003","0003 ","0078","X","0701","3006",1,64
"20","001","003","0003 ","0078","X","0701","3023",2,3
"20","001","003","0003 ","0078","X","0701","3038",3,10
"20","001","003","0003 ","0078","X","0701","3043",4,1
"20","001","003","0003 ","0078","X","0701","3051",5,2
"20","001","003","0003 ","0078","X","0701","3088",6,1
"20","001","003","0003 ","0078","X","0701","3138",7,4
"20","001","003","0003 ","0078","X","0702","3097",1,0
"20","001","003","0003 ","0078","X","0702","3118",2,15
"20","001","003","0003 ","0078","X","0702","3121",3,55
"20","001","003","0003 ","0079","X","0701","3006",1,60
"20","001","003","0003 ","0079","X","0701","3023",2,5
"20","001","003","0003 ","0079","X","0701","3038",3,13
"20","001","003","0003 ","0079","X","0701","3043",4,1
"20","001","003","0003 ","0079","X","0701","3051",5,3
"20","001","003","0003 ","0079","X","0701","3088",6,3
"20","001","003","0003 ","0079","X","0701","3138",7,13
"20","001","003","0003 ","0079","X","0702","3097",1,50
"20","001","003","0003 ","0079","X","0702","3118",2,12
"20","001","003","0003 ","0079","X","0702","3121",3,6
"20","001","003","0003 ","0080","X","0701","3006",1,58
"20","001","003","0003 ","0080","X","0701","3023",2,4
"20","001","003","0003 ","0080","X","0701","3038",3,13
"20","001","003","0003 ","0080","X","0701","3043",4,0
"20","001","003","0003 ","0080","X","0701","3051",5,7
"20","001","003","0003 ","0080","X","0701","3088",6,6
"20","001","003","0003 ","0080","X","0701","3138",7,1
"20","001","003","0003 ","0080","X","0702","3097",1,0
"20","001","003","0003 ","0080","X","0702","3118",2,17
"20","001","003","0003 ","0080","X","0702","3121",3,62
"20","001","003","0003 ","0081","X","0701","3006",1,52
"20","001","003","0003 ","0081","X","0701","3023",2,8
"20","001","003","0003 ","0081","X","0701","3038",3,10
"20","001","003","0003 ","0081","X","0701","3043",4,7
"20","001","003","0003 ","0081","X","0701","3051",5,2
"20","001","003","0003 ","0081","X","0701","3088",6,5
"20","001","003","0003 ","0081","X","0701","3138",7,9
"20","001","003","0003 ","0081","X","0702","3097",1,0
"20","001","003","0003 ","0081","X","0702","3118",2,7
"20","001","003","0003 ","0081","X","0702","3121",3,46
"20","001","003","0003 ","0082","X","0701","3006",1,38
"20","001","003","0003 ","0082","X","0701","3023",2,4
"20","001","003","0003 ","0082","X","0701","3038",3,8
"20","001","003","0003 ","0082","X","0701","3043",4,5
"20","001","003","0003 ","0082","X","0701","3051",5,2
"20","001","003","0003 ","0082","X","0701","3088",6,4
"20","001","003","0003 ","0082","X","0701","3138",7,3
"20","001","003","0003 ","0082","X","0702","3097",1,0
"20","001","003","0003 ","0082","X","0702","3118",2,17
"20","001","003","0003 ","0082","X","0702","3121",3,71
"20","001","003","0003 ","0083","X","0701","3006",1,57
"20","001","003","0003 ","0083","X","0701","3023",2,4
"20","001","003","0003 ","0083","X","0701","3038",3,14
"20","001","003","0003 ","0083","X","0701","3043",4,3
