pre_proCodigoProvincia,pre_depCodigoDepartamento,pre_munCodigoMunicipio,preMesasTotales,preMesasEscrutadas,prePorcenMesasEscrutadas,preVotosValidos,prePorcenVotosValidos,preVotosPositivos,prePorcenVotosPositivos,preVotosEnBlanco,prePorcenVotosEnBlanco,preVotosNulos,prePorcenVotosNulos,preVotosRecurridos,prePorcenVotosRecurridos,preElectores,preTotalVotantes,prePTotalVotantes,preParticipEscrutado,prePorcParticipEscrutado,preParticipacion,preCandidatos,OT_Codigo,OT_Votos,OT_PVotos
"02","108","999",143,138,9.65000000e+01,37726,9.94899979e+01,33742,8.89800034e+01,3984,1.05100002e+01,177,4.69999999e-01,16,3.99999991e-02,47783,37919,7.93600006e+01,,8.19800034e+01,,,"9997",0,0.00000000e+00
"02","109","999",143,140,9.79000015e+01,39329,9.92600021e+01,35520,8.96500015e+01,3809,9.60999966e+00,251,6.29999995e-01,42,1.09999999e-01,49637,39622,7.98199997e+01,,8.15400009e+01,,,"9997",0,0.00000000e+00
"02","110","999",30,30,1.00000000e+02,7767,9.98199997e+01,7222,9.28199997e+01,545,7.00000000e+00,12,1.50000006e-01,2,2.99999993e-02,9053,7781,8.59499969e+01,,8.59499969e+01,,,"9997",0,0.00000000e+00
"02","111","999",301,292,9.70100021e+01,80457,9.92600021e+01,73797,9.10500031e+01,6660,8.22000027e+00,563,6.89999998e-01,35,3.99999991e-02,104027,81055,7.79199982e+01,,8.03399963e+01,,,"9997",0,0.00000000e+00
"02","112","999",28,27,9.64300003e+01,6792,9.97799988e+01,6240,9.16699982e+01,552,8.10999966e+00,12,1.80000007e-01,3,3.99999991e-02,8187,6807,8.31399994e+01,,8.39499969e+01,,,"9997",0,0.00000000e+00
"02","113","999",836,823,9.84400024e+01,235790,9.92900009e+01,219825,9.25599976e+01,15965,6.71999979e+00,1369,5.79999983e-01,324,1.40000001e-01,293482,237483,8.09199982e+01,,8.21900024e+01,,,"9997",0,0.00000000e+00
"02","114","999",39,36,9.23099976e+01,9300,9.93600006e+01,8673,9.26600037e+01,627,6.69999981e+00,55,5.89999974e-01,5,5.00000007e-02,12156,9360,7.70000000e+01,,8.19499969e+01,,,"9997",0,0.00000000e+00
"02","115","999",115,113,9.82600021e+01,29255,9.97099991e+01,25903,8.82900009e+01,3352,1.14300003e+01,82,2.80000001e-01,2,0.00000000e+00,37370,29339,7.85100021e+01,,7.92799988e+01,,,"9997",0,0.00000000e+00
"02","116","999",5,5,1.00000000e+02,1539,9.93499985e+01,1407,9.08300018e+01,132,8.52000046e+00,5,3.19999993e-01,5,3.30000013e-01,1734,1549,8.93300018e+01,,8.93300018e+01,,,"9997",0,0.00000000e+00
"02","117","999",156,153,9.80800018e+01,38877,9.94599991e+01,34063,8.71399994e+01,4814,1.23199997e+01,201,5.09999990e-01,10,2.99999993e-02,50999,39088,7.66399994e+01,,7.80199966e+01,,,"9997",0,0.00000000e+00
"02","118","999",834,821,9.84400024e+01,224344,9.94000015e+01,213301,9.45100021e+01,11043,4.88999987e+00,1194,5.29999971e-01,152,7.00000003e-02,293823,225690,7.68099976e+01,,7.80199966e+01,,,"9997",0,0.00000000e+00
"02","119","999",192,190,9.89599991e+01,50534,9.91200027e+01,47125,9.24300003e+01,3409,6.69000006e+00,326,6.39999986e-01,122,2.39999995e-01,66215,50982,7.69899979e+01,,7.78099976e+01,,,"9997",0,0.00000000e+00
"02","120","999",23,23,1.00000000e+02,6025,9.89800034e+01,5566,9.14400024e+01,459,7.53999996e+00,29,4.79999989e-01,33,5.40000021e-01,7909,6087,7.69599991e+01,,7.69599991e+01,,,"9997",0,0.00000000e+00
"02","121","999",94,91,9.68099976e+01,24078,9.94300003e+01,20984,8.66500015e+01,3094,1.27799997e+01,127,5.19999981e-01,12,5.00000007e-02,30284,24217,7.99700012e+01,,8.22399979e+01,,,"9997",0,0.00000000e+00
"02","122","999",697,690,9.90000000e+01,186664,9.94499969e+01,181473,9.66900024e+01,5191,2.76999998e+00,895,4.79999989e-01,132,5.99999987e-02,244426,187691,7.67900009e+01,,7.75599976e+01,,,"9997",0,0.00000000e+00
"02","123","999",82,81,9.87799988e+01,21137,9.93700027e+01,19414,9.12699966e+01,1723,8.10000038e+00,72,3.40000004e-01,61,2.89999992e-01,28700,21270,7.41100006e+01,,7.50299988e+01,,,"9997",0,0.00000000e+00
"02","124","999",74,74,1.00000000e+02,19784,9.85800018e+01,17459,8.69899979e+01,2325,1.15900002e+01,119,5.89999974e-01,166,8.29999983e-01,25256,20069,7.94599991e+01,,7.94599991e+01,,,"9997",0,0.00000000e+00
"02","125","999",266,260,9.77399979e+01,73035,9.95100021e+01,65948,8.98600006e+01,7087,9.65999985e+00,345,4.69999999e-01,11,9.99999978e-03,91431,73391,8.02699966e+01,,8.21600037e+01,,,"9997",0,0.00000000e+00
"02","126","999",20,20,1.00000000e+02,5552,9.97699966e+01,4891,8.78899994e+01,661,1.18800001e+01,6,1.09999999e-01,7,1.19999997e-01,6405,5565,8.68899994e+01,,8.68899994e+01,,,"9997",0,0.00000000e+00
"02","127","999",25,24,9.60000000e+01,6667,9.96100006e+01,6451,9.63799973e+01,216,3.23000002e+00,24,3.60000014e-01,2,2.99999993e-02,7922,6693,8.44899979e+01,,8.83899994e+01,,,"9997",0,0.00000000e+00
"02","128","999",172,169,9.82600021e+01,49507,9.92900009e+01,43556,8.73600006e+01,5951,1.19399996e+01,283,5.69999993e-01,70,1.29999995e-01,60326,49860,8.26500015e+01,,8.39700012e+01,,,"9997",0,0.00000000e+00
"02","129","999",593,578,9.74700012e+01,162830,9.92699966e+01,146443,8.92799988e+01,16387,9.98999977e+00,1094,6.70000017e-01,105,5.99999987e-02,209186,164029,7.84100037e+01,,8.04300003e+01,,,"9997",0,0.00000000e+00
"02","130","999",721,696,9.65299988e+01,203562,9.95699997e+01,187097,9.15100021e+01,16465,8.05000019e+00,743,3.60000014e-01,140,7.99999982e-02,252447,204445,8.09899979e+01,,8.38899994e+01,,,"9997",0,0.00000000e+00
"02","131","999",28,27,9.64300003e+01,7097,9.94300003e+01,6336,8.87600021e+01,761,1.06599998e+01,28,3.89999986e-01,13,1.89999998e-01,9073,7138,7.86699982e+01,,8.18300018e+01,,,"9997",0,0.00000000e+00
"02","132","999",345,332,9.62300034e+01,95711,9.93899994e+01,86028,8.93399963e+01,9683,1.00600004e+01,529,5.50000012e-01,54,5.00000007e-02,122014,96294,7.89199982e+01,,8.19800034e+01,,,"9997",0,0.00000000e+00
"02","133","999",406,397,9.77799988e+01,112846,9.95899963e+01,106693,9.41600037e+01,6153,5.42999983e+00,385,3.40000004e-01,75,7.00000003e-02,142028,113306,7.97799988e+01,,8.15899963e+01,,,"9997",0,0.00000000e+00
"02","134","999",428,415,9.69599991e+01,117868,9.93399963e+01,110686,9.32799988e+01,7182,6.05000019e+00,702,5.89999974e-01,84,7.99999982e-02,150639,118654,7.87699966e+01,,8.11900024e+01,,,"9997",0,0.00000000e+00
"02","135","999",15,15,1.00000000e+02,4162,9.98099976e+01,3802,9.11800003e+01,360,8.63000011e+00,4,1.00000001e-01,4,9.00000036e-02,4746,4170,8.78600006e+01,,8.78600006e+01,,,"9997",0,0.00000000e+00
"02","991","999",12338,11981,9.71100006e+01,3353987,9.93799973e+01,3114830,9.22900009e+01,239157,7.09000015e+00,17980,5.29999971e-01,2902,9.00000036e-02,4324770,3374869,7.80400009e+01,,8.03399963e+01,,,"9997",0,0.00000000e+00
"02","992","999",1735,1697,9.78099976e+01,466878,9.95299988e+01,423666,9.03199997e+01,43212,9.21000004e+00,2040,4.30000007e-01,167,3.99999991e-02,582578,469085,8.05199966e+01,,8.23399963e+01,,,"9997",0,0.00000000e+00
"02","993","999",12549,12053,9.60500031e+01,3337450,9.94199982e+01,3069502,9.14400024e+01,267948,7.98000002e+00,17115,5.09999990e-01,2319,7.00000003e-02,4410629,3356884,7.61100006e+01,,7.92200012e+01,,,"9997",0,0.00000000e+00
"02","994","999",1542,1513,9.81200027e+01,406481,9.95599976e+01,375176,9.19000015e+01,31305,7.67000008e+00,1629,4.00000006e-01,153,2.99999993e-02,501919,408263,8.13399963e+01,,8.28600006e+01,,,"9997",0,0.00000000e+00
"02","995","999",3455,3351,9.69899979e+01,879538,9.92600021e+01,814138,9.18799973e+01,65400,7.38000011e+00,5867,6.60000026e-01,688,7.99999982e-02,1176875,886093,7.52900009e+01,,7.74800034e+01,,,"9997",0,0.00000000e+00
"02","996","999",1864,1801,9.66200027e+01,471319,9.92799988e+01,428539,9.02699966e+01,42780,9.01000023e+00,3013,6.29999995e-01,408,9.00000036e-02,619479,474740,7.66399994e+01,,7.92099991e+01,,,"9997",0,0.00000000e+00
"02","997","999",805,790,9.81399994e+01,208271,9.93700027e+01,187284,8.93600006e+01,20987,1.00100002e+01,1209,5.79999983e-01,113,5.00000007e-02,262194,209593,7.99400024e+01,,8.11100006e+01,,,"9997",0,0.00000000e+00
"02","998","999",1596,1532,9.59899979e+01,420224,9.93600006e+01,395874,9.36100006e+01,24350,5.76000023e+00,2112,5.00000000e-01,583,1.29999995e-01,552687,422919,7.65199966e+01,,7.95599976e+01,,,"9997",0,0.00000000e+00
"02","999","999",35884,34718,9.67500000e+01,9544148,9.93899994e+01,8809009,9.17399979e+01,735139,7.65999985e+00,50965,5.29999971e-01,7333,7.00000003e-02,12431131,9602446,7.72500000e+01,,7.98000031e+01,,,"9997",0,0.00000000e+00
"03","001","999",363,326,8.98099976e+01,81785,9.90899963e+01,75870,9.19199982e+01,5915,7.17000008e+00,642,7.79999971e-01,108,1.29999995e-01,123658,82535,6.67399979e+01,,7.43099976e+01,,,"9997",0,0.00000000e+00
"03","002","999",43,38,8.83700027e+01,9041,9.90800018e+01,8587,9.40999985e+01,454,4.98000002e+00,35,3.79999995e-01,49,5.40000021e-01,12900,9125,7.07399979e+01,,8.05699997e+01,,,"9997",0,0.00000000e+00
"03","003","999",59,27,4.57599983e+01,4721,9.93300018e+01,4508,9.48499985e+01,213,4.48000002e+00,25,5.29999971e-01,7,1.40000001e-01,18380,4753,2.58600006e+01,,5.73499985e+01,,,"9997",0,0.00000000e+00
"03","004","999",12,10,8.33300018e+01,2112,9.91500015e+01,2027,9.51600037e+01,85,3.99000001e+00,15,6.99999988e-01,3,1.50000006e-01,2693,2130,7.90899963e+01,,8.64400024e+01,,,"9997",0,0.00000000e+00
"03","005","999",14,12,8.57099991e+01,2464,9.98399963e+01,2287,9.26699982e+01,177,7.17000008e+00,3,1.19999997e-01,1,3.99999991e-02,3587,2468,6.88000031e+01,,8.32399979e+01,,,"9997",0,0.00000000e+00
"03","006","999",34,30,8.82399979e+01,6910,9.95999985e+01,6283,9.05599976e+01,627,9.03999996e+00,25,3.60000014e-01,3,3.99999991e-02,9895,6938,7.01200027e+01,,7.94899979e+01,,,"9997",0,0.00000000e+00
"03","007","999",14,12,8.57099991e+01,2830,9.96800003e+01,2666,9.39100037e+01,164,5.78000021e+00,7,2.50000000e-01,2,5.99999987e-02,3916,2839,7.25000000e+01,,8.57200012e+01,,,"9997",0,0.00000000e+00
"03","008","999",68,64,9.41200027e+01,15227,9.90800018e+01,14093,9.16999969e+01,1134,7.38000011e+00,120,7.79999971e-01,22,1.40000001e-01,22095,15369,6.95599976e+01,,7.40999985e+01,,,"9997",0,0.00000000e+00
"03","009","999",31,24,7.74199982e+01,5834,9.89499969e+01,5338,9.05400009e+01,496,8.40999985e+00,46,7.79999971e-01,16,2.70000011e-01,9926,5896,5.94000015e+01,,7.65699997e+01,,,"9997",0,0.00000000e+00
"03","010","999",19,18,9.47399979e+01,3769,9.97900009e+01,3496,9.25599976e+01,273,7.23000002e+00,4,1.09999999e-01,4,1.00000001e-01,4768,3777,7.92200012e+01,,8.45899963e+01,,,"9997",0,0.00000000e+00
"03","011","999",29,25,8.62099991e+01,6051,9.95999985e+01,5721,9.41699982e+01,330,5.42999983e+00,18,3.00000012e-01,6,1.00000001e-01,8408,6075,7.22500000e+01,,8.39300003e+01,,,"9997",0,0.00000000e+00
"03","012","999",46,42,9.13000031e+01,10404,9.93099976e+01,9460,9.03000031e+01,944,9.01000023e+00,69,6.60000026e-01,3,2.99999993e-02,14626,10476,7.16299973e+01,,7.89700012e+01,,,"9997",0,0.00000000e+00
"03","013","999",69,65,9.41999969e+01,16400,9.94599991e+01,15412,9.34700012e+01,988,5.98999977e+00,80,4.90000010e-01,9,5.00000007e-02,21474,16489,7.67900009e+01,,8.19499969e+01,,,"9997",0,0.00000000e+00
"03","014","999",4,4,1.00000000e+02,938,9.97900009e+01,911,9.69100037e+01,27,2.86999989e+00,2,2.09999993e-01,0,0.00000000e+00,1199,940,7.84000015e+01,,7.84000015e+01,,,"9997",0,0.00000000e+00
"03","015","999",57,50,8.77200012e+01,11522,9.94800034e+01,10951,9.45500031e+01,571,4.92999983e+00,47,4.09999996e-01,13,1.09999999e-01,17352,11582,6.67500000e+01,,7.59100037e+01,,,"9997",0,0.00000000e+00
"03","016","999",60,58,9.66699982e+01,14838,9.93300018e+01,12905,8.63899994e+01,1933,1.29399996e+01,89,6.00000024e-01,11,7.00000003e-02,19266,14938,7.75400009e+01,,7.93600006e+01,,,"9997",0,0.00000000e+00
"03","999","999",922,805,8.73099976e+01,194846,9.92399979e+01,180515,9.19400024e+01,14331,7.30000019e+00,1227,6.20000005e-01,257,1.40000001e-01,294143,196330,6.67500000e+01,,7.64000015e+01,,,"9997",0,0.00000000e+00
"07","001","999",318,299,9.40299988e+01,78562,9.81800003e+01,71061,8.88099976e+01,7501,9.36999989e+00,1330,1.65999997e+00,124,1.59999996e-01,107398,80016,7.45000000e+01,,7.92300034e+01,,,"9997",0,0.00000000e+00
"07","002","999",185,180,9.73000031e+01,48277,9.82200012e+01,42872,8.72200012e+01,5405,1.10000000e+01,729,1.48000002e+00,147,3.00000012e-01,64112,49153,7.66699982e+01,,7.88000031e+01,,,"9997",0,0.00000000e+00
"07","003","999",5,2,4.00000000e+01,455,9.86999969e+01,453,9.82600021e+01,2,4.30000007e-01,5,1.08000004e+00,1,2.30000004e-01,1508,461,3.05699997e+01,,7.51999969e+01,,,"9997",0,0.00000000e+00
"07","004","999",5,4,8.00000000e+01,680,9.78399963e+01,650,9.35299988e+01,30,4.32000017e+00,13,1.87000000e+00,2,2.80000001e-01,1222,695,5.68699989e+01,,7.33099976e+01,,,"9997",0,0.00000000e+00
"07","005","999",66,64,9.69700012e+01,16264,9.82399979e+01,14835,8.95999985e+01,1429,8.63000011e+00,260,1.57000005e+00,32,2.00000003e-01,21282,16556,7.77900009e+01,,8.04000015e+01,,,"9997",0,0.00000000e+00
"07","006","999",113,110,9.73499985e+01,27127,9.88099976e+01,24613,8.96500015e+01,2514,9.15999985e+00,312,1.13999999e+00,16,5.00000007e-02,37264,27455,7.36800003e+01,,7.57900009e+01,,,"9997",0,0.00000000e+00
"07","007","999",10,10,1.00000000e+02,1898,9.17799988e+01,1839,8.89300003e+01,59,2.84999990e+00,67,3.24000001e+00,103,4.98000002e+00,2508,2068,8.24599991e+01,,8.24599991e+01,,,"9997",0,0.00000000e+00
"07","008","999",16,15,9.37500000e+01,3484,9.78099976e+01,3329,9.34599991e+01,155,4.34999990e+00,29,8.10000002e-01,49,1.38000000e+00,4841,3562,7.35800018e+01,,7.90699997e+01,,,"9997",0,0.00000000e+00
"07","009","999",5,5,1.00000000e+02,1213,9.97500000e+01,1116,9.17799988e+01,97,7.98000002e+00,3,2.50000000e-01,0,0.00000000e+00,1540,1216,7.89599991e+01,,7.89599991e+01,,,"9997",0,0.00000000e+00
"07","010","999",3,3,1.00000000e+02,500,1.00000000e+02,479,9.58000031e+01,21,4.19999981e+00,0,0.00000000e+00,0,0.00000000e+00,605,500,8.26399994e+01,,8.26399994e+01,,,"9997",0,0.00000000e+00
"07","011","999",4,4,1.00000000e+02,1135,9.90400009e+01,1070,9.33700027e+01,65,5.67000008e+00,5,4.39999998e-01,6,5.19999981e-01,1343,1146,8.53300018e+01,,8.53300018e+01,,,"9997",0,0.00000000e+00
"07","012","999",28,28,1.00000000e+02,7414,9.88099976e+01,6861,9.14400024e+01,553,7.36999989e+00,79,1.04999995e+00,10,1.40000001e-01,9078,7503,8.26500015e+01,,8.26500015e+01,,,"9997",0,0.00000000e+00
"07","013","999",18,18,1.00000000e+02,3694,9.90100021e+01,3454,9.25800018e+01,240,6.42999983e+00,20,5.40000021e-01,17,4.49999988e-01,4975,3731,7.49899979e+01,,7.49899979e+01,,,"9997",0,0.00000000e+00
"07","014","999",29,28,9.65500031e+01,6382,9.83700027e+01,5518,8.50500031e+01,864,1.33199997e+01,100,1.53999996e+00,6,9.00000036e-02,9592,6488,6.76399994e+01,,7.02099991e+01,,,"9997",0,0.00000000e+00
"07","015","999",436,415,9.51800003e+01,106016,9.83000031e+01,85693,7.94599991e+01,20323,1.88400002e+01,1652,1.52999997e+00,178,1.70000002e-01,149442,107846,7.21699982e+01,,7.58399963e+01,,,"9997",0,0.00000000e+00
"07","999","999",1241,1185,9.54899979e+01,303101,9.82799988e+01,263843,8.55500031e+01,39258,1.27299995e+01,4604,1.49000001e+00,691,2.30000004e-01,416710,308396,7.40100021e+01,,7.75299988e+01,,,"9997",0,0.00000000e+00
"08","001","999",854,739,8.65299988e+01,207373,9.92300034e+01,187373,8.96600037e+01,20000,9.56999969e+00,1467,6.99999988e-01,133,7.00000003e-02,289348,208973,7.22200012e+01,,8.36299973e+01,,,"9997",0,0.00000000e+00
"08","003","999",169,156,9.23099976e+01,41338,9.93899994e+01,37244,8.95500031e+01,4094,9.84000015e+00,219,5.29999971e-01,34,7.99999982e-02,55545,41591,7.48799973e+01,,8.15599976e+01,,,"9997",0,0.00000000e+00
"08","004","999",122,115,9.42600021e+01,30098,9.94499969e+01,27267,9.00899963e+01,2831,9.35000038e+00,156,5.19999981e-01,11,3.99999991e-02,39369,30265,7.68799973e+01,,8.07699966e+01,,,"9997",0,0.00000000e+00
"08","005","999",92,81,8.80400009e+01,22099,9.94800034e+01,19955,8.98300018e+01,2144,9.64999962e+00,105,4.69999999e-01,11,5.00000007e-02,29755,22215,7.46600037e+01,,8.57500000e+01,,,"9997",0,0.00000000e+00
"08","006","999",103,90,8.73799973e+01,23859,9.96200027e+01,20612,8.60599976e+01,3247,1.35600004e+01,75,3.10000002e-01,16,7.00000003e-02,32387,23950,7.39499969e+01,,8.51900024e+01,,,"9997",0,0.00000000e+00
"08","007","999",131,126,9.61800003e+01,34424,9.94300003e+01,30587,8.83399963e+01,3837,1.10799999e+01,192,5.50000012e-01,7,2.99999993e-02,43791,34623,7.90599976e+01,,8.19199982e+01,,,"9997",0,0.00000000e+00
"08","008","999",74,68,9.18899994e+01,17366,9.95599976e+01,15215,8.72300034e+01,2151,1.23299999e+01,73,4.19999987e-01,4,1.99999996e-02,22692,17443,7.68700027e+01,,8.26500015e+01,,,"9997",0,0.00000000e+00
"08","009","999",254,230,9.05500031e+01,62603,9.93099976e+01,54887,8.70699997e+01,7716,1.22399998e+01,404,6.39999986e-01,34,5.00000007e-02,82741,63041,7.61900024e+01,,8.39899979e+01,,,"9997",0,0.00000000e+00
"08","010","999",277,271,9.78300018e+01,75684,9.93000031e+01,68409,8.97600021e+01,7275,9.55000019e+00,489,6.39999986e-01,43,5.00000007e-02,91996,76216,8.28499985e+01,,8.44800034e+01,,,"9997",0,0.00000000e+00
"08","011","999",35,34,9.71399994e+01,8792,9.95100021e+01,7991,9.04499969e+01,801,9.06999969e+00,41,4.60000008e-01,2,1.99999996e-02,10740,8835,8.22600021e+01,,8.50299988e+01,,,"9997",0,0.00000000e+00
"08","012","999",121,112,9.25599976e+01,29312,9.92099991e+01,27283,9.23499985e+01,2029,6.86999989e+00,221,7.50000000e-01,11,2.99999993e-02,39283,29544,7.52099991e+01,,8.12300034e+01,,,"9997",0,0.00000000e+00
"08","013","999",398,382,9.59800034e+01,106033,9.91800003e+01,94680,8.85599976e+01,11353,1.06199999e+01,828,7.69999981e-01,44,5.00000007e-02,135161,106905,7.90899963e+01,,8.25100021e+01,,,"9997",0,0.00000000e+00
"08","014","999",71,70,9.85899963e+01,18541,9.95500031e+01,16672,8.95199966e+01,1869,1.00400000e+01,63,3.40000004e-01,20,1.00000001e-01,21871,18624,8.51500015e+01,,8.52399979e+01,,,"9997",0,0.00000000e+00
"08","015","999",162,145,8.95100021e+01,39629,9.94100037e+01,33490,8.40100021e+01,6139,1.53999996e+01,221,5.50000012e-01,14,3.99999991e-02,52808,39864,7.54899979e+01,,8.38600006e+01,,,"9997",0,0.00000000e+00
"08","016","999",39,37,9.48700027e+01,9336,9.93899994e+01,8522,9.07300034e+01,814,8.67000008e+00,54,5.69999993e-01,3,2.99999993e-02,12329,9393,7.61900024e+01,,8.07799988e+01,,,"9997",0,0.00000000e+00
"08","017","999",170,161,9.47099991e+01,45461,9.93799973e+01,41874,9.15400009e+01,3587,7.84000015e+00,257,5.60000002e-01,27,5.99999987e-02,55993,45745,8.16999969e+01,,8.60000000e+01,,,"9997",0,0.00000000e+00
"08","018","999",47,43,9.14899979e+01,11814,9.93499985e+01,10387,8.73499985e+01,1427,1.20000000e+01,69,5.79999983e-01,8,7.00000003e-02,15216,11891,7.81500015e+01,,8.60699997e+01,,,"9997",0,0.00000000e+00
"08","999","999",3119,2860,9.16999969e+01,783762,9.93199997e+01,702448,8.90199966e+01,81314,1.03000002e+01,4934,6.29999995e-01,422,5.00000007e-02,1031025,789118,7.65400009e+01,,8.34700012e+01,,,"9997",0,0.00000000e+00
"10","001","999",602,577,9.58499985e+01,154815,9.88099976e+01,144699,9.23499985e+01,10116,6.46000004e+00,1618,1.02999997e+00,248,1.59999996e-01,199641,156681,7.84800034e+01,,8.18499985e+01,,,"9997",1180,8.19999993e-01
"10","002","999",121,117,9.66900024e+01,33376,9.90999985e+01,30658,9.10299988e+01,2718,8.06999969e+00,286,8.50000024e-01,17,5.00000007e-02,40337,33679,8.34899979e+01,,8.63899994e+01,,,"9997",163,5.29999971e-01
"10","003","999",14,14,1.00000000e+02,3132,9.87699966e+01,3004,9.47300034e+01,128,4.03999996e+00,14,4.39999998e-01,25,7.90000021e-01,3761,3171,8.43099976e+01,,8.43099976e+01,,,"9997",7,2.30000004e-01
"10","004","999",202,183,9.05899963e+01,49691,9.90899963e+01,45638,9.10100021e+01,4053,8.07999992e+00,402,8.00000012e-01,52,1.09999999e-01,66973,50145,7.48700027e+01,,8.25199966e+01,,,"9997",162,3.49999994e-01
"10","005","999",175,169,9.65699997e+01,44366,9.91800003e+01,41479,9.27300034e+01,2887,6.44999981e+00,316,7.09999979e-01,49,1.09999999e-01,58029,44731,7.70800018e+01,,7.98499985e+01,,,"9997",102,2.50000000e-01
"10","006","999",44,34,7.72699966e+01,8700,9.90800018e+01,8327,9.48300018e+01,373,4.25000000e+00,45,5.09999990e-01,36,4.09999996e-01,13958,8781,6.29099998e+01,,8.17600021e+01,,,"9997",8,1.00000001e-01
"10","007","999",187,159,8.50299988e+01,41335,9.91999969e+01,38282,9.18700027e+01,3053,7.32999992e+00,291,6.99999988e-01,43,1.00000001e-01,61312,41669,6.79599991e+01,,8.01500015e+01,,,"9997",130,3.40000004e-01
"10","008","999",12,2,1.66700001e+01,350,9.83099976e+01,350,9.83099976e+01,0,0.00000000e+00,5,1.39999998e+00,1,2.89999992e-01,2613,356,1.36199999e+01,,8.59899979e+01,,,"9997",0,0.00000000e+00
"10","009","999",18,16,8.88899994e+01,3447,9.93700027e+01,3216,9.27099991e+01,231,6.65999985e+00,14,4.00000006e-01,8,2.30000004e-01,4603,3469,7.53600006e+01,,8.55500031e+01,,,"9997",7,2.19999999e-01
"10","010","999",34,29,8.52900009e+01,7536,9.90899963e+01,6942,9.12799988e+01,594,7.80999994e+00,47,6.20000005e-01,22,2.89999992e-01,9746,7605,7.80299988e+01,,8.35500031e+01,,,"9997",48,6.89999998e-01
"10","011","999",50,49,9.80000000e+01,10802,9.91500015e+01,9792,8.98799973e+01,1010,9.27000046e+00,87,8.00000012e-01,6,5.00000007e-02,14130,10895,7.71100006e+01,,7.89400024e+01,,,"9997",52,5.29999971e-01
"10","012","999",36,32,8.88899994e+01,7117,9.92200012e+01,6634,9.24899979e+01,483,6.73000002e+00,52,7.20000029e-01,4,5.99999987e-02,9997,7173,7.17500000e+01,,7.97799988e+01,,,"9997",14,2.09999993e-01
"10","013","999",8,6,7.50000000e+01,742,9.78899994e+01,709,9.35400009e+01,33,4.34999990e+00,14,1.85000002e+00,2,2.59999990e-01,1578,758,4.80400009e+01,,6.39700012e+01,,,"9997",0,0.00000000e+00
"10","014","999",16,16,1.00000000e+02,2033,9.93600006e+01,1918,9.37399979e+01,115,5.61999989e+00,6,2.89999992e-01,7,3.49999994e-01,2853,2046,7.17099991e+01,,7.17099991e+01,,,"9997",4,2.09999993e-01
"10","015","999",52,51,9.80800018e+01,11895,9.79100037e+01,10354,8.52300034e+01,1541,1.26800003e+01,233,1.91999996e+00,21,1.70000002e-01,16178,12149,7.50999985e+01,,7.63099976e+01,,,"9997",43,4.19999987e-01
"10","016","999",12,9,7.50000000e+01,1798,9.90599976e+01,1675,9.22900009e+01,123,6.78000021e+00,9,5.00000000e-01,8,4.30000007e-01,2874,1815,6.31500015e+01,,8.29100037e+01,,,"0072",2,1.19999997e-01
"10","999","999",1583,1463,9.24199982e+01,381135,9.89599991e+01,353677,9.18300018e+01,27458,7.13000011e+00,3439,8.89999986e-01,549,1.50000006e-01,508583,385123,7.57200012e+01,,8.15599976e+01,,,"9997",2307,6.49999976e-01
"14","001","999",758,736,9.70999985e+01,201185,9.89400024e+01,177817,8.74400024e+01,23368,1.14899998e+01,2058,1.00999999e+00,107,5.99999987e-02,263066,203350,7.73000031e+01,,7.95999985e+01,,,"9997",5987,3.36999989e+00
"14","002","999",95,93,9.78899994e+01,25781,9.94400024e+01,22903,8.83399963e+01,2878,1.11000004e+01,145,5.60000002e-01,1,0.00000000e+00,32511,25927,7.97500000e+01,,8.14899979e+01,,,"9997",281,1.23000002e+00
"14","003","999",65,61,9.38499985e+01,16370,9.94199982e+01,14907,9.05400009e+01,1463,8.89000034e+00,87,5.29999971e-01,8,3.99999991e-02,21527,16465,7.64899979e+01,,8.18499985e+01,,,"9997",189,1.26999998e+00
"14","004","999",110,109,9.90899963e+01,30976,9.92799988e+01,27843,8.92399979e+01,3133,1.00400000e+01,224,7.20000029e-01,1,0.00000000e+00,37108,31201,8.40800018e+01,,8.48600006e+01,,,"9997",390,1.39999998e+00
"14","005","999",22,22,1.00000000e+02,5747,9.92200012e+01,5412,9.34400024e+01,335,5.78000021e+00,45,7.79999971e-01,0,0.00000000e+00,7176,5792,8.07099991e+01,,8.07099991e+01,,,"9997",49,9.10000026e-01
"14","006","999",48,44,9.16699982e+01,11991,9.93799973e+01,11298,9.36399994e+01,693,5.73999977e+00,73,6.10000014e-01,2,9.99999978e-03,16001,12066,7.54100037e+01,,8.26699982e+01,,,"9997",162,1.42999995e+00
"14","007","999",131,127,9.69499969e+01,35143,9.95800018e+01,32818,9.30000000e+01,2325,6.59000015e+00,141,4.00000006e-01,6,9.99999978e-03,44302,35290,7.96600037e+01,,8.22600021e+01,,,"9997",287,8.70000005e-01
"14","008","999",235,226,9.61699982e+01,63518,9.93199997e+01,57841,9.04400024e+01,5677,8.88000011e+00,397,6.20000005e-01,40,5.99999987e-02,81373,63955,7.85899963e+01,,8.16800003e+01,,,"9997",1006,1.74000001e+00
"14","009","999",103,101,9.80599976e+01,28116,9.91100006e+01,25883,9.12399979e+01,2233,7.86999989e+00,235,8.29999983e-01,17,5.99999987e-02,34744,28368,8.16500015e+01,,8.33300018e+01,,,"9997",381,1.47000003e+00
