pre_proCodigoProvincia,pre_depCodigoDepartamento,pre_munCodigoMunicipio,preMesasTotales,preMesasEscrutadas,prePorcenMesasEscrutadas,preVotosValidos,prePorcenVotosValidos,preVotosPositivos,prePorcenVotosPositivos,preVotosEnBlanco,prePorcenVotosEnBlanco,preVotosNulos,prePorcenVotosNulos,preVotosRecurridos,prePorcenVotosRecurridos,preElectores,preTotalVotantes,prePTotalVotantes,preParticipEscrutado,prePorcParticipEscrutado,preParticipacion,preCandidatos,OT_Codigo,OT_Votos,OT_PVotos
"14","010","999",120,119,9.91699982e+01,33267,9.95299988e+01,30179,9.02900009e+01,3088,9.23999977e+00,148,4.39999998e-01,8,2.99999993e-02,40661,33423,8.21999969e+01,,8.29199982e+01,,,"9997",302,1.00000000e+00
"14","011","999",63,60,9.52399979e+01,16314,9.96699982e+01,15493,9.46500015e+01,821,5.01999998e+00,45,2.70000011e-01,9,5.99999987e-02,21019,16368,7.78700027e+01,,8.13199997e+01,,,"9997",153,9.90000010e-01
"14","012","999",79,73,9.24100037e+01,19468,9.93099976e+01,17844,9.10199966e+01,1624,8.27999973e+00,118,6.00000024e-01,18,1.00000001e-01,26991,19604,7.26299973e+01,,7.84100037e+01,,,"9997",277,1.54999995e+00
"14","013","999",144,141,9.79199982e+01,38216,9.92900009e+01,34893,9.06500015e+01,3323,8.63000011e+00,248,6.39999986e-01,26,7.99999982e-02,48953,38490,7.86299973e+01,,8.03499985e+01,,,"9997",300,8.60000014e-01
"14","014","999",175,168,9.60000000e+01,46906,9.89899979e+01,42749,9.02200012e+01,4157,8.77000046e+00,398,8.39999974e-01,80,1.70000002e-01,60175,47384,7.87399979e+01,,8.18600006e+01,,,"9997",897,2.09999990e+00
"14","015","999",54,51,9.44400024e+01,14021,9.98000031e+01,13096,9.32200012e+01,925,6.57999992e+00,26,1.89999998e-01,2,9.99999978e-03,18314,14049,7.67099991e+01,,8.10100021e+01,,,"9997",103,7.90000021e-01
"14","016","999",185,179,9.67600021e+01,49586,9.90400009e+01,44436,8.87500000e+01,5150,1.02900000e+01,474,9.49999988e-01,9,9.99999978e-03,64183,50069,7.80100021e+01,,8.05800018e+01,,,"9997",990,2.23000002e+00
"14","017","999",93,92,9.89199982e+01,25351,9.93499985e+01,23620,9.25699997e+01,1731,6.78000021e+00,134,5.29999971e-01,31,1.19999997e-01,31684,25516,8.05299988e+01,,8.14400024e+01,,,"9997",208,8.79999995e-01
"14","999","999",2480,2402,9.68499985e+01,661956,9.91999969e+01,599032,8.97699966e+01,62924,9.43000031e+00,4996,7.50000000e-01,365,5.00000007e-02,849788,667317,7.85299988e+01,,8.10599976e+01,,,"9997",12235,2.03999996e+00
"18","001","999",284,275,9.68300018e+01,72186,9.90599976e+01,68157,9.35299988e+01,4029,5.53000021e+00,602,8.29999983e-01,82,1.09999999e-01,93417,72870,7.80100021e+01,,8.05500031e+01,,,"0068",417,6.10000014e-01
"18","002","999",118,115,9.74599991e+01,32509,9.90699997e+01,30312,9.23700027e+01,2197,6.69999981e+00,247,7.50000000e-01,59,1.80000007e-01,40105,32815,8.18199997e+01,,8.38700027e+01,,,"0068",105,3.49999994e-01
"18","003","999",180,172,9.55599976e+01,48074,9.88700027e+01,45155,9.28600006e+01,2919,6.00000000e+00,464,9.49999988e-01,87,1.89999998e-01,61905,48625,7.85500031e+01,,8.21999969e+01,,,"0068",214,4.69999999e-01
"18","004","999",195,189,9.69199982e+01,53850,9.90500031e+01,50438,9.27699966e+01,3412,6.28000021e+00,418,7.69999981e-01,99,1.80000007e-01,67231,54367,8.08700027e+01,,8.34199982e+01,,,"0068",257,5.09999990e-01
"18","005","999",12,12,1.00000000e+02,3450,9.91699982e+01,3322,9.54899979e+01,128,3.68000007e+00,25,7.20000029e-01,4,1.09999999e-01,3983,3479,8.73499985e+01,,8.73499985e+01,,,"0526",6,1.80000007e-01
"18","006","999",263,255,9.69599991e+01,71074,9.90299988e+01,67160,9.35800018e+01,3914,5.44999981e+00,595,8.29999983e-01,102,1.40000001e-01,90901,71771,7.89599991e+01,,8.14400024e+01,,,"0068",332,4.90000010e-01
"18","007","999",25,25,1.00000000e+02,7203,9.92300034e+01,6823,9.39899979e+01,380,5.23000002e+00,44,6.10000014e-01,12,1.70000002e-01,8267,7259,8.78099976e+01,,8.78099976e+01,,,"0526",19,2.80000001e-01
"18","008","999",26,26,1.00000000e+02,7409,9.92799988e+01,6873,9.20899963e+01,536,7.17999983e+00,49,6.60000026e-01,5,7.00000003e-02,8615,7463,8.66299973e+01,,8.66299973e+01,,,"0068",17,2.50000000e-01
"18","009","999",24,23,9.58300018e+01,5711,9.95299988e+01,5378,9.37300034e+01,333,5.80000019e+00,19,3.30000013e-01,8,1.40000001e-01,7133,5738,8.04400024e+01,,8.41500015e+01,,,"0068",27,5.00000000e-01
"18","010","999",58,54,9.30999985e+01,14807,9.95000000e+01,13884,9.33000031e+01,923,6.19999981e+00,61,4.09999996e-01,13,9.00000036e-02,18945,14881,7.85500031e+01,,8.45500031e+01,,,"0068",78,5.60000002e-01
"18","011","999",12,12,1.00000000e+02,3384,9.93000031e+01,3255,9.55100021e+01,129,3.78999996e+00,21,6.20000005e-01,3,7.99999982e-02,3872,3408,8.80199966e+01,,8.80199966e+01,,,"0068",8,2.50000000e-01
"18","012","999",109,107,9.81699982e+01,29668,9.89400024e+01,28019,9.34400024e+01,1649,5.50000000e+00,273,9.10000026e-01,44,1.50000006e-01,36983,29985,8.10800018e+01,,8.25999985e+01,,,"0068",132,4.69999999e-01
"18","013","999",53,49,9.24499969e+01,12377,9.90500031e+01,11567,9.25699997e+01,810,6.48000002e+00,105,8.39999974e-01,14,1.09999999e-01,16567,12496,7.54300003e+01,,8.20699997e+01,,,"0068",43,3.70000005e-01
"18","014","999",37,35,9.45899963e+01,9541,9.93899994e+01,9215,9.59899979e+01,326,3.40000010e+00,41,4.30000007e-01,18,1.80000007e-01,12551,9600,7.64899979e+01,,8.09100037e+01,,,"0068",25,2.70000011e-01
"18","015","999",86,84,9.76699982e+01,22485,9.92600021e+01,20443,9.02399979e+01,2042,9.01000023e+00,119,5.29999971e-01,49,2.19999999e-01,28263,22653,8.01500015e+01,,8.20999985e+01,,,"0068",67,3.30000013e-01
"18","016","999",20,20,1.00000000e+02,5103,9.96299973e+01,5000,9.76200027e+01,103,2.00999999e+00,15,2.89999992e-01,4,7.99999982e-02,5935,5122,8.63000031e+01,,8.63000031e+01,,,"0068",6,1.19999997e-01
"18","017","999",60,56,9.33300018e+01,13818,9.86299973e+01,12524,8.93899994e+01,1294,9.23999977e+00,186,1.33000004e+00,6,3.99999991e-02,18059,14010,7.75800018e+01,,8.25100021e+01,,,"0068",90,7.20000029e-01
"18","018","999",21,21,1.00000000e+02,5278,9.86200027e+01,4879,9.11600037e+01,399,7.46000004e+00,70,1.30999994e+00,4,7.00000003e-02,6516,5352,8.21399994e+01,,8.21399994e+01,,,"0068",30,6.10000014e-01
"18","019","999",23,23,1.00000000e+02,5900,9.89800034e+01,5499,9.22500000e+01,401,6.73000002e+00,56,9.39999998e-01,5,7.99999982e-02,7356,5961,8.10400009e+01,,8.10400009e+01,,,"0068",16,2.89999992e-01
"18","999","999",1606,1553,9.66999969e+01,423827,9.90599976e+01,397903,9.30000000e+01,25924,6.05999994e+00,3410,8.00000012e-01,618,1.40000001e-01,536604,427855,7.97300034e+01,,8.24400024e+01,,,"0068",1905,4.79999989e-01
"19","001","999",502,489,9.74100037e+01,129800,9.85999985e+01,109368,8.30800018e+01,20432,1.55200005e+01,1680,1.27999997e+00,160,1.19999997e-01,167394,131640,7.86399994e+01,,8.07699966e+01,,,"9997",0,0.00000000e+00
"19","002","999",45,45,1.00000000e+02,9557,9.92600021e+01,7955,8.26200027e+01,1602,1.66399994e+01,57,5.89999974e-01,14,1.50000006e-01,11554,9628,8.33300018e+01,,8.33300018e+01,,,"9997",0,0.00000000e+00
"19","003","999",310,302,9.74199982e+01,77320,9.90299988e+01,60631,7.76500015e+01,16689,2.13700008e+01,683,8.70000005e-01,75,1.09999999e-01,100915,78078,7.73700027e+01,,7.92200012e+01,,,"9997",0,0.00000000e+00
"19","004","999",57,56,9.82500000e+01,15158,9.93099976e+01,12702,8.32200012e+01,2456,1.60900002e+01,99,6.49999976e-01,7,3.99999991e-02,18108,15264,8.42900009e+01,,8.55100021e+01,,,"9997",0,0.00000000e+00
"19","005","999",18,18,1.00000000e+02,3577,9.97500000e+01,3191,8.89800034e+01,386,1.07600002e+01,7,2.00000003e-01,2,5.99999987e-02,4187,3586,8.56500015e+01,,8.56500015e+01,,,"9997",0,0.00000000e+00
"19","006","999",84,83,9.88099976e+01,20478,9.91200027e+01,17063,8.25899963e+01,3415,1.65300007e+01,155,7.50000000e-01,26,1.29999995e-01,25578,20659,8.07699966e+01,,8.17799988e+01,,,"9997",0,0.00000000e+00
"19","007","999",57,56,9.82500000e+01,12509,9.93600006e+01,11326,8.99599991e+01,1183,9.39999962e+00,80,6.39999986e-01,1,0.00000000e+00,16308,12590,7.71999969e+01,,7.87600021e+01,,,"9997",0,0.00000000e+00
"19","008","999",19,18,9.47399979e+01,2747,9.89199982e+01,2546,9.16800003e+01,201,7.23999977e+00,3,1.09999999e-01,27,9.70000029e-01,3497,2777,7.94100037e+01,,8.11299973e+01,,,"9997",0,0.00000000e+00
"19","009","999",37,36,9.73000031e+01,7531,9.92900009e+01,6370,8.39800034e+01,1161,1.53100004e+01,40,5.29999971e-01,14,1.80000007e-01,9589,7585,7.90999985e+01,,8.20500031e+01,,,"9997",0,0.00000000e+00
"19","999","999",1129,1103,9.76999969e+01,278677,9.88899994e+01,231152,8.20199966e+01,47525,1.68600006e+01,2804,1.00000000e+00,326,1.19999997e-01,357130,281807,7.89100037e+01,,8.07399979e+01,,,"9997",0,0.00000000e+00
"20","001","999",303,290,9.57099991e+01,64318,9.84800034e+01,60061,9.19599991e+01,4257,6.51999998e+00,879,1.35000002e+00,116,1.70000002e-01,89137,65313,7.32699966e+01,,7.66399994e+01,,,"9997",0,0.00000000e+00
"20","002","999",30,29,9.66699982e+01,6137,9.89800034e+01,5791,9.34000015e+01,346,5.57999992e+00,57,9.20000017e-01,6,1.00000001e-01,8614,6200,7.19800034e+01,,7.44400024e+01,,,"9997",0,0.00000000e+00
"20","003","999",30,30,1.00000000e+02,6309,9.91999969e+01,5931,9.32500000e+01,378,5.94000006e+00,50,7.90000021e-01,1,1.99999996e-02,8614,6360,7.38300018e+01,,7.38300018e+01,,,"9997",0,0.00000000e+00
"20","004","999",17,15,8.82399979e+01,2671,9.95199966e+01,2510,9.35199966e+01,161,6.00000000e+00,10,3.70000005e-01,3,1.09999999e-01,3973,2684,6.75599976e+01,,7.36600037e+01,,,"9997",0,0.00000000e+00
"20","005","999",38,38,1.00000000e+02,7812,9.93300018e+01,7311,9.29599991e+01,501,6.36999989e+00,49,6.20000005e-01,4,5.00000007e-02,10461,7865,7.51800003e+01,,7.51800003e+01,,,"9997",0,0.00000000e+00
"20","006","999",58,58,1.00000000e+02,12649,9.88399963e+01,11780,9.20500031e+01,869,6.78999996e+00,138,1.08000004e+00,11,7.99999982e-02,17267,12798,7.41200027e+01,,7.41200027e+01,,,"9997",0,0.00000000e+00
"20","007","999",334,323,9.67099991e+01,74025,9.88600006e+01,70305,9.38899994e+01,3720,4.96999979e+00,797,1.05999994e+00,60,7.99999982e-02,99453,74882,7.52900009e+01,,7.76999969e+01,,,"9997",0,0.00000000e+00
"20","999","999",810,783,9.66699982e+01,173921,9.87600021e+01,163689,9.29499969e+01,10232,5.80999994e+00,1980,1.12000000e+00,201,1.19999997e-01,237519,176102,7.41399994e+01,,7.65999985e+01,,,"9997",0,0.00000000e+00
"88","003","999",1237,1196,9.66900024e+01,331446,9.91600037e+01,303298,9.07399979e+01,28148,8.42000008e+00,2581,7.69999981e-01,228,7.00000003e-02,434038,334255,7.70100021e+01,,7.96600037e+01,,,"9997",0,0.00000000e+00
"88","004","999",848,827,9.75199966e+01,225925,9.95000000e+01,213479,9.40199966e+01,12446,5.48000002e+00,999,4.39999998e-01,136,5.99999987e-02,297007,227060,7.64499969e+01,,7.83899994e+01,,,"9997",0,0.00000000e+00
"88","011","999",731,706,9.65800018e+01,200945,9.95800018e+01,180974,8.96800003e+01,19971,9.89999962e+00,792,3.89999986e-01,65,2.99999993e-02,254503,201802,7.92900009e+01,,8.21100006e+01,,,"9997",0,0.00000000e+00
"88","036","999",643,629,9.78199997e+01,173456,9.92099991e+01,159323,9.11299973e+01,14133,8.07999992e+00,1241,7.09999979e-01,132,7.99999982e-02,226143,174829,7.73099976e+01,,7.90199966e+01,,,"9997",0,0.00000000e+00
"88","038","999",870,810,9.30999985e+01,224566,9.93600006e+01,198684,8.79100037e+01,25882,1.14499998e+01,1241,5.50000012e-01,211,9.00000036e-02,304902,226018,7.41299973e+01,,7.95299988e+01,,,"9997",0,0.00000000e+00
"88","052","999",978,938,9.59100037e+01,254249,9.93300018e+01,238330,9.31100006e+01,15919,6.21999979e+00,1548,6.00000024e-01,158,7.00000003e-02,344370,255955,7.43300018e+01,,7.74700012e+01,,,"9997",0,0.00000000e+00
"88","053","999",642,629,9.79800034e+01,178060,9.93899994e+01,163409,9.12200012e+01,14651,8.18000031e+00,902,5.00000000e-01,185,1.00000001e-01,224902,179147,7.96600037e+01,,8.13399963e+01,,,"9997",0,0.00000000e+00
"88","061","999",2931,2796,9.53899994e+01,772030,9.94899979e+01,710723,9.15899963e+01,61307,7.90000010e+00,3491,4.49999988e-01,497,5.99999987e-02,1039718,776018,7.46399994e+01,,7.81800003e+01,,,"9997",0,0.00000000e+00
"88","062","999",1125,1078,9.58199997e+01,294200,9.95500031e+01,279050,9.44199982e+01,15150,5.13000011e+00,1186,4.00000006e-01,142,5.00000007e-02,394698,295528,7.48700027e+01,,7.80999985e+01,,,"9997",0,0.00000000e+00
"88","070","999",1449,1404,9.68899994e+01,387529,9.93899994e+01,359007,9.20699997e+01,28522,7.30999994e+00,2089,5.40000021e-01,301,7.99999982e-02,513469,389919,7.59400024e+01,,7.83499985e+01,,,"9997",0,0.00000000e+00
"88","077","999",1126,1062,9.43199997e+01,298471,9.93099976e+01,272309,9.06100006e+01,26162,8.71000004e+00,1836,6.10000014e-01,228,7.00000003e-02,396335,300535,7.58300018e+01,,8.03700027e+01,,,"9997",0,0.00000000e+00
"88","079","999",947,904,9.54599991e+01,256290,9.93099976e+01,230952,8.94899979e+01,25338,9.81999969e+00,1508,5.79999983e-01,277,1.09999999e-01,333566,258075,7.73700027e+01,,8.09800034e+01,,,"9997",0,0.00000000e+00
"88","080","999",789,777,9.84800034e+01,214580,9.93399963e+01,204873,9.48499985e+01,9707,4.48999977e+00,1272,5.89999974e-01,148,7.00000003e-02,277259,216000,7.79100037e+01,,7.90999985e+01,,,"9997",0,0.00000000e+00
"88","092","999",1332,1266,9.50500031e+01,348257,9.95100021e+01,322279,9.20899963e+01,25978,7.42000008e+00,1472,4.19999987e-01,231,7.00000003e-02,468412,349960,7.47099991e+01,,7.85999985e+01,,,"9997",0,0.00000000e+00
"88","105","999",382,369,9.65999985e+01,100936,9.95999985e+01,93327,9.20899963e+01,7609,7.51000023e+00,333,3.30000013e-01,71,7.00000003e-02,132188,101340,7.66600037e+01,,7.93899994e+01,,,"9997",0,0.00000000e+00
"88","106","999",799,790,9.88700027e+01,216676,9.93799973e+01,207555,9.51900024e+01,9121,4.17999983e+00,1116,5.09999990e-01,243,1.19999997e-01,281226,218035,7.75299988e+01,,7.84100037e+01,,,"9997",0,0.00000000e+00
"88","113","999",836,823,9.84400024e+01,235790,9.92900009e+01,219825,9.25599976e+01,15965,6.71999979e+00,1369,5.79999983e-01,324,1.40000001e-01,293482,237483,8.09199982e+01,,8.21900024e+01,,,"9997",0,0.00000000e+00
"88","118","999",834,821,9.84400024e+01,224344,9.94000015e+01,213301,9.45100021e+01,11043,4.88999987e+00,1194,5.29999971e-01,152,7.00000003e-02,293823,225690,7.68099976e+01,,7.80199966e+01,,,"9997",0,0.00000000e+00
"88","122","999",697,690,9.90000000e+01,186664,9.94499969e+01,181473,9.66900024e+01,5191,2.76999998e+00,895,4.79999989e-01,132,5.99999987e-02,244426,187691,7.67900009e+01,,7.75599976e+01,,,"9997",0,0.00000000e+00
"88","129","999",593,578,9.74700012e+01,162830,9.92699966e+01,146443,8.92799988e+01,16387,9.98999977e+00,1094,6.70000017e-01,105,5.99999987e-02,209186,164029,7.84100037e+01,,8.04300003e+01,,,"9997",0,0.00000000e+00
"88","130","999",721,696,9.65299988e+01,203562,9.95699997e+01,187097,9.15100021e+01,16465,8.05000019e+00,743,3.60000014e-01,140,7.99999982e-02,252447,204445,8.09899979e+01,,8.38899994e+01,,,"9997",0,0.00000000e+00
"88","132","999",345,332,9.62300034e+01,95711,9.93899994e+01,86028,8.93399963e+01,9683,1.00600004e+01,529,5.50000012e-01,54,5.00000007e-02,122014,96294,7.89199982e+01,,8.19800034e+01,,,"9997",0,0.00000000e+00
"88","133","999",406,397,9.77799988e+01,112846,9.95899963e+01,106693,9.41600037e+01,6153,5.42999983e+00,385,3.40000004e-01,75,7.00000003e-02,142028,113306,7.97799988e+01,,8.15899963e+01,,,"9997",0,0.00000000e+00
"88","134","999",428,415,9.69599991e+01,117868,9.93399963e+01,110686,9.32799988e+01,7182,6.05000019e+00,702,5.89999974e-01,84,7.99999982e-02,150639,118654,7.87699966e+01,,8.11900024e+01,,,"9997",0,0.00000000e+00
"88","999","999",21689,20933,9.65100021e+01,5817231,9.94000015e+01,5389118,9.20899963e+01,428113,7.32000017e+00,30518,5.19999981e-01,4319,7.00000003e-02,7630781,5852068,7.66900024e+01,,7.94400024e+01,,,"9997",0,0.00000000e+00
