vot_proCodigoProvincia,vot_depCodigoDepartamento,vot_munCodigoMunicipio,vot_forCodigo,ordenPartidos,votVotosFormula,votPorcenVotosFormula
"02","089","999","0137",4,5075,3.16000009e+00
"02","089","999","0138",3,26334,1.63799992e+01
"02","089","999","0145",1,67293,4.18499985e+01
"02","090","999","0131",2,4320,2.59400005e+01
"02","090","999","0132",5,313,1.88000000e+00
"02","090","999","0137",4,406,2.44000006e+00
"02","090","999","0138",3,2646,1.58900003e+01
"02","090","999","0145",1,8968,5.38499985e+01
"02","091","999","0131",2,2422,2.24799995e+01
"02","091","999","0132",4,300,2.77999997e+00
"02","091","999","0137",5,202,1.87000000e+00
"02","091","999","0138",3,1018,9.44999981e+00
"02","091","999","0145",1,6832,6.34099998e+01
"02","092","999","0131",2,115115,3.57200012e+01
"02","092","999","0132",5,6248,1.94000006e+00
"02","092","999","0137",4,12699,3.94000006e+00
"02","092","999","0138",3,55134,1.71100006e+01
"02","092","999","0145",1,133083,4.12900009e+01
"02","093","999","0131",2,7079,3.58499985e+01
"02","093","999","0132",4,519,2.63000011e+00
"02","093","999","0137",5,400,2.02999997e+00
"02","093","999","0138",3,3492,1.76800003e+01
"02","093","999","0145",1,8257,4.18100014e+01
"02","094","999","0131",2,3695,3.83300018e+01
"02","094","999","0132",5,125,1.29999995e+00
"02","094","999","0137",4,167,1.73000002e+00
"02","094","999","0138",3,631,6.53999996e+00
"02","094","999","0145",1,5023,5.20999985e+01
"02","095","999","0131",3,1171,1.16899996e+01
"02","095","999","0132",5,70,6.99999988e-01
"02","095","999","0137",4,84,8.39999974e-01
"02","095","999","0138",2,2843,2.83899994e+01
"02","095","999","0145",1,5846,5.83800011e+01
"02","096","999","0131",3,3038,2.02999992e+01
"02","096","999","0132",4,279,1.86000001e+00
"02","096","999","0137",5,273,1.82000005e+00
"02","096","999","0138",2,3187,2.12999992e+01
"02","096","999","0145",1,8186,5.47099991e+01
"02","097","999","0131",2,2637,3.61100006e+01
"02","097","999","0132",5,59,8.10000002e-01
"02","097","999","0137",4,92,1.25999999e+00
"02","097","999","0138",3,1372,1.87900009e+01
"02","097","999","0145",1,3142,4.30299988e+01
"02","098","999","0131",2,4002,3.11299992e+01
"02","098","999","0132",4,739,5.75000000e+00
"02","098","999","0137",5,228,1.76999998e+00
"02","098","999","0138",3,1816,1.41300001e+01
"02","098","999","0145",1,6070,4.72200012e+01
"02","099","999","0131",2,4885,2.49300003e+01
"02","099","999","0132",5,69,3.49999994e-01
"02","099","999","0137",4,370,1.88999999e+00
"02","099","999","0138",3,2353,1.20100002e+01
"02","099","999","0145",1,11916,6.08199997e+01
"02","100","999","0131",2,1802,3.30900002e+01
"02","100","999","0132",4,29,5.29999971e-01
"02","100","999","0137",5,28,5.09999990e-01
"02","100","999","0138",3,576,1.05799999e+01
"02","100","999","0145",1,3011,5.52900009e+01
"02","101","999","0131",2,6089,3.14099998e+01
"02","101","999","0132",4,645,3.32999992e+00
"02","101","999","0137",5,569,2.93000007e+00
"02","101","999","0138",3,4016,2.07099991e+01
"02","101","999","0145",1,8068,4.16199989e+01
"02","102","999","0131",3,3559,2.68999996e+01
"02","102","999","0132",4,232,1.75000000e+00
"02","102","999","0137",5,221,1.66999996e+00
"02","102","999","0138",2,4018,3.03700008e+01
"02","102","999","0145",1,5199,3.92999992e+01
"02","103","999","0131",2,6025,3.86100006e+01
"02","103","999","0132",5,141,8.99999976e-01
"02","103","999","0137",4,420,2.69000006e+00
"02","103","999","0138",3,1515,9.71000004e+00
"02","103","999","0145",1,7505,4.80900002e+01
"02","104","999","0131",2,1324,2.54799995e+01
"02","104","999","0132",4,53,1.01999998e+00
"02","104","999","0137",5,46,8.89999986e-01
"02","104","999","0138",3,509,9.80000019e+00
"02","104","999","0145",1,3264,6.28199997e+01
"02","105","999","0131",3,25291,2.71000004e+01
"02","105","999","0132",5,1821,1.95000005e+00
"02","105","999","0137",4,3154,3.38000011e+00
"02","105","999","0138",2,30072,3.22200012e+01
"02","105","999","0145",1,32989,3.53499985e+01
"02","106","999","0131",2,39014,1.87999992e+01
"02","106","999","0132",5,5762,2.77999997e+00
"02","106","999","0137",4,6895,3.31999993e+00
"02","106","999","0138",3,29968,1.44399996e+01
"02","106","999","0145",1,125916,6.06699982e+01
"02","107","999","0131",2,30696,3.45699997e+01
"02","107","999","0132",5,2136,2.41000009e+00
"02","107","999","0137",4,2994,3.36999989e+00
"02","107","999","0138",3,19704,2.21900005e+01
"02","107","999","0145",1,33251,3.74500008e+01
"02","108","999","0131",2,8808,2.61000004e+01
"02","108","999","0132",4,754,2.23000002e+00
"02","108","999","0137",5,710,2.09999990e+00
"02","108","999","0138",3,5360,1.58900003e+01
"02","108","999","0145",1,18110,5.36699982e+01
"02","109","999","0131",2,12239,3.44599991e+01
"02","109","999","0132",5,442,1.24000001e+00
"02","109","999","0137",4,910,2.55999994e+00
"02","109","999","0138",3,8369,2.35599995e+01
